cell_id,orig_obs_idx,role,gene_transcript
k562_180777,180777,perturbed,10040_ZCCHC9_P1P2_ENSG00000131732
k562_180825,180825,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_180927,180927,nt,NT_POOL
k562_180952,180952,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_180981,180981,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_181098,181098,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_181122,181122,nt,NT_POOL
k562_181165,181165,nt,NT_POOL
k562_181189,181189,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_181234,181234,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_181246,181246,nt,NT_POOL
k562_181326,181326,nt,NT_POOL
k562_181333,181333,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_181392,181392,nt,NT_POOL
k562_181492,181492,nt,NT_POOL
k562_181501,181501,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_181538,181538,nt,NT_POOL
k562_181626,181626,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_181646,181646,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_181792,181792,nt,NT_POOL
k562_181813,181813,nt,NT_POOL
k562_181898,181898,nt,NT_POOL
k562_181938,181938,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_181957,181957,nt,NT_POOL
k562_182027,182027,nt,NT_POOL
k562_182099,182099,nt,NT_POOL
k562_182160,182160,nt,NT_POOL
k562_182234,182234,nt,NT_POOL
k562_182245,182245,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_182267,182267,nt,NT_POOL
k562_182302,182302,nt,NT_POOL
k562_182324,182324,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_182373,182373,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_182383,182383,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_182448,182448,nt,NT_POOL
k562_182478,182478,nt,NT_POOL
k562_182498,182498,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_182528,182528,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_182547,182547,nt,NT_POOL
k562_182578,182578,nt,NT_POOL
k562_182659,182659,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_182698,182698,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_182734,182734,nt,NT_POOL
k562_182753,182753,nt,NT_POOL
k562_182860,182860,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_182956,182956,nt,NT_POOL
k562_182977,182977,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_183064,183064,nt,NT_POOL
k562_183163,183163,nt,NT_POOL
k562_183173,183173,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_183242,183242,nt,NT_POOL
k562_183290,183290,nt,NT_POOL
k562_183346,183346,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_183376,183376,nt,NT_POOL
k562_183395,183395,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_183417,183417,nt,NT_POOL
k562_183502,183502,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_183509,183509,nt,NT_POOL
k562_183543,183543,nt,NT_POOL
k562_183615,183615,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_183656,183656,nt,NT_POOL
k562_183657,183657,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_183714,183714,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_183724,183724,nt,NT_POOL
k562_183759,183759,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_183851,183851,nt,NT_POOL
k562_183888,183888,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_183988,183988,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_184047,184047,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_184095,184095,nt,NT_POOL
k562_184213,184213,nt,NT_POOL
k562_184260,184260,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_184326,184326,nt,NT_POOL
k562_184406,184406,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_184415,184415,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_184421,184421,nt,NT_POOL
k562_184461,184461,nt,NT_POOL
k562_184603,184603,nt,NT_POOL
k562_184740,184740,nt,NT_POOL
k562_184838,184838,nt,NT_POOL
k562_184848,184848,perturbed,10135_ZMAT2_P2_ENSG00000146007
k562_184867,184867,nt,NT_POOL
k562_184911,184911,nt,NT_POOL
k562_184990,184990,nt,NT_POOL
k562_185076,185076,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_185116,185116,nt,NT_POOL
k562_185178,185178,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_185179,185179,perturbed,1035_C1orf109_P1_ENSG00000116922
k562_185186,185186,nt,NT_POOL
k562_185201,185201,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_185272,185272,nt,NT_POOL
k562_185315,185315,perturbed,10236_ZNF24_P1P2_ENSG00000172466
k562_185332,185332,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_185388,185388,nt,NT_POOL
k562_185453,185453,nt,NT_POOL
k562_185491,185491,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_185539,185539,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_185553,185553,perturbed,10040_ZCCHC9_P1P2_ENSG00000131732
k562_185587,185587,nt,NT_POOL
k562_185657,185657,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_185677,185677,nt,NT_POOL
k562_185747,185747,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_185784,185784,nt,NT_POOL
k562_185785,185785,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_185862,185862,nt,NT_POOL
k562_185934,185934,nt,NT_POOL
k562_186004,186004,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_186012,186012,nt,NT_POOL
k562_186051,186051,nt,NT_POOL
k562_186152,186152,nt,NT_POOL
k562_186241,186241,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_186306,186306,perturbed,10040_ZCCHC9_P1P2_ENSG00000131732
k562_186440,186440,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_186493,186493,nt,NT_POOL
k562_186514,186514,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_186641,186641,nt,NT_POOL
k562_186677,186677,nt,NT_POOL
k562_186707,186707,nt,NT_POOL
k562_186777,186777,nt,NT_POOL
k562_186814,186814,nt,NT_POOL
k562_186875,186875,nt,NT_POOL
k562_186900,186900,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_186971,186971,nt,NT_POOL
k562_186977,186977,perturbed,10202_ZNF207_P1_ENSG00000010244
k562_187069,187069,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_187097,187097,nt,NT_POOL
k562_187150,187150,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_187252,187252,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_187263,187263,nt,NT_POOL
k562_187347,187347,nt,NT_POOL
k562_187380,187380,perturbed,10236_ZNF24_P1P2_ENSG00000172466
k562_187443,187443,nt,NT_POOL
k562_187587,187587,nt,NT_POOL
k562_187714,187714,nt,NT_POOL
k562_187734,187734,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_187811,187811,perturbed,10202_ZNF207_P1_ENSG00000010244
k562_187817,187817,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_187835,187835,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_187876,187876,nt,NT_POOL
k562_187886,187886,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_187895,187895,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_187953,187953,nt,NT_POOL
k562_187995,187995,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_188068,188068,nt,NT_POOL
k562_188083,188083,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_188150,188150,perturbed,10135_ZMAT2_P2_ENSG00000146007
k562_188252,188252,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_188266,188266,nt,NT_POOL
k562_188349,188349,nt,NT_POOL
k562_188440,188440,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_188449,188449,nt,NT_POOL
k562_188453,188453,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_188470,188470,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_188533,188533,nt,NT_POOL
k562_188538,188538,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_188619,188619,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_188622,188622,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_188774,188774,nt,NT_POOL
k562_188786,188786,nt,NT_POOL
k562_188792,188792,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_188831,188831,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_188907,188907,nt,NT_POOL
k562_188966,188966,perturbed,10236_ZNF24_P1P2_ENSG00000172466
k562_188974,188974,perturbed,10202_ZNF207_P1_ENSG00000010244
k562_188987,188987,nt,NT_POOL
k562_189012,189012,perturbed,10040_ZCCHC9_P1P2_ENSG00000131732
k562_189017,189017,nt,NT_POOL
k562_189175,189175,nt,NT_POOL
k562_189232,189232,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_189237,189237,nt,NT_POOL
k562_189412,189412,nt,NT_POOL
k562_189475,189475,nt,NT_POOL
k562_189531,189531,perturbed,10202_ZNF207_P1_ENSG00000010244
k562_189599,189599,nt,NT_POOL
k562_189664,189664,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_189675,189675,nt,NT_POOL
k562_189707,189707,nt,NT_POOL
k562_189776,189776,nt,NT_POOL
k562_189786,189786,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_189826,189826,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_189891,189891,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_189905,189905,nt,NT_POOL
k562_190022,190022,nt,NT_POOL
k562_190061,190061,nt,NT_POOL
k562_190105,190105,nt,NT_POOL
k562_190115,190115,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_190180,190180,nt,NT_POOL
k562_190194,190194,nt,NT_POOL
k562_190274,190274,nt,NT_POOL
k562_190342,190342,nt,NT_POOL
k562_190348,190348,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_190368,190368,nt,NT_POOL
k562_190524,190524,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_190583,190583,nt,NT_POOL
k562_190601,190601,nt,NT_POOL
k562_190667,190667,nt,NT_POOL
k562_190670,190670,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_190719,190719,nt,NT_POOL
k562_190755,190755,perturbed,10202_ZNF207_P1_ENSG00000010244
k562_190840,190840,nt,NT_POOL
k562_190858,190858,nt,NT_POOL
k562_190998,190998,nt,NT_POOL
k562_191076,191076,nt,NT_POOL
k562_191098,191098,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_191134,191134,nt,NT_POOL
k562_191169,191169,nt,NT_POOL
k562_191171,191171,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_191304,191304,nt,NT_POOL
k562_191364,191364,nt,NT_POOL
k562_191449,191449,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_191477,191477,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_191490,191490,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_191498,191498,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_191567,191567,nt,NT_POOL
k562_191713,191713,nt,NT_POOL
k562_191773,191773,nt,NT_POOL
k562_191821,191821,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_191824,191824,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_191871,191871,nt,NT_POOL
k562_191965,191965,nt,NT_POOL
k562_192019,192019,nt,NT_POOL
k562_192071,192071,nt,NT_POOL
k562_192131,192131,nt,NT_POOL
k562_192172,192172,nt,NT_POOL
k562_192243,192243,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_192358,192358,perturbed,1035_C1orf109_P1_ENSG00000116922
k562_192373,192373,nt,NT_POOL
k562_192526,192526,nt,NT_POOL
k562_192595,192595,nt,NT_POOL
k562_192657,192657,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_192666,192666,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_192720,192720,nt,NT_POOL
k562_192768,192768,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_192856,192856,nt,NT_POOL
k562_192893,192893,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_193008,193008,nt,NT_POOL
k562_193111,193111,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_193138,193138,nt,NT_POOL
k562_193204,193204,nt,NT_POOL
k562_193318,193318,nt,NT_POOL
k562_193426,193426,nt,NT_POOL
k562_193460,193460,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_193493,193493,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_193591,193591,nt,NT_POOL
k562_193608,193608,perturbed,10135_ZMAT2_P2_ENSG00000146007
k562_193708,193708,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_193720,193720,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_193782,193782,nt,NT_POOL
k562_193825,193825,nt,NT_POOL
k562_193842,193842,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_193848,193848,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_193946,193946,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_193973,193973,nt,NT_POOL
k562_194070,194070,nt,NT_POOL
k562_194107,194107,perturbed,10135_ZMAT2_P2_ENSG00000146007
k562_194127,194127,nt,NT_POOL
k562_194208,194208,nt,NT_POOL
k562_194247,194247,nt,NT_POOL
k562_194305,194305,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_194393,194393,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_194408,194408,nt,NT_POOL
k562_194434,194434,nt,NT_POOL
k562_194523,194523,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_194525,194525,nt,NT_POOL
k562_194552,194552,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_194635,194635,nt,NT_POOL
k562_194687,194687,nt,NT_POOL
k562_194748,194748,nt,NT_POOL
k562_194778,194778,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_194829,194829,nt,NT_POOL
k562_194854,194854,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_194873,194873,nt,NT_POOL
k562_195020,195020,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_195082,195082,perturbed,10040_ZCCHC9_P1P2_ENSG00000131732
k562_195121,195121,nt,NT_POOL
k562_195172,195172,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_195183,195183,nt,NT_POOL
k562_195409,195409,nt,NT_POOL
k562_195431,195431,nt,NT_POOL
k562_195476,195476,perturbed,10135_ZMAT2_P2_ENSG00000146007
k562_195619,195619,nt,NT_POOL
k562_195688,195688,nt,NT_POOL
k562_195706,195706,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_195803,195803,nt,NT_POOL
k562_195818,195818,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_195884,195884,nt,NT_POOL
k562_195916,195916,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_195950,195950,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_195957,195957,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_196035,196035,nt,NT_POOL
k562_196061,196061,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_196094,196094,nt,NT_POOL
k562_196164,196164,nt,NT_POOL
k562_196217,196217,nt,NT_POOL
k562_196297,196297,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_196352,196352,nt,NT_POOL
k562_196427,196427,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_196483,196483,nt,NT_POOL
k562_196582,196582,nt,NT_POOL
k562_196606,196606,nt,NT_POOL
k562_196698,196698,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_196810,196810,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_196812,196812,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_196817,196817,nt,NT_POOL
k562_196847,196847,nt,NT_POOL
k562_196897,196897,nt,NT_POOL
k562_196944,196944,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_197009,197009,nt,NT_POOL
k562_197063,197063,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_197100,197100,nt,NT_POOL
k562_197191,197191,nt,NT_POOL
k562_197192,197192,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_197250,197250,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_197286,197286,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_197328,197328,nt,NT_POOL
k562_197402,197402,nt,NT_POOL
k562_197440,197440,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_197450,197450,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_197535,197535,nt,NT_POOL
k562_197627,197627,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_197709,197709,nt,NT_POOL
k562_197745,197745,nt,NT_POOL
k562_197829,197829,nt,NT_POOL
k562_197844,197844,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_197910,197910,nt,NT_POOL
k562_197939,197939,perturbed,1004_C17orf58_P1P2_ENSG00000186665
k562_197950,197950,nt,NT_POOL
k562_198026,198026,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_198065,198065,nt,NT_POOL
k562_198085,198085,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_198187,198187,nt,NT_POOL
k562_198198,198198,perturbed,10202_ZNF207_P1_ENSG00000010244
k562_198287,198287,nt,NT_POOL
k562_198439,198439,nt,NT_POOL
k562_198448,198448,perturbed,10202_ZNF207_P1_ENSG00000010244
k562_198466,198466,nt,NT_POOL
k562_198503,198503,nt,NT_POOL
k562_198582,198582,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_198592,198592,nt,NT_POOL
k562_198715,198715,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_198724,198724,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_198739,198739,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_198743,198743,nt,NT_POOL
k562_198872,198872,nt,NT_POOL
k562_198907,198907,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_198927,198927,nt,NT_POOL
k562_198939,198939,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_198993,198993,nt,NT_POOL
k562_199075,199075,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_199080,199080,perturbed,10135_ZMAT2_P2_ENSG00000146007
k562_199147,199147,perturbed,10202_ZNF207_P1_ENSG00000010244
k562_199217,199217,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_199259,199259,nt,NT_POOL
k562_199270,199270,perturbed,10023_ZC3H18_P1P2_ENSG00000158545
k562_199286,199286,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_199297,199297,nt,NT_POOL
k562_199396,199396,nt,NT_POOL
k562_199428,199428,nt,NT_POOL
k562_199503,199503,perturbed,1035_C1orf109_P1_ENSG00000116922
k562_199506,199506,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_199515,199515,nt,NT_POOL
k562_199559,199559,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_199639,199639,nt,NT_POOL
k562_199678,199678,nt,NT_POOL
k562_199743,199743,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_199820,199820,nt,NT_POOL
k562_199906,199906,perturbed,10236_ZNF24_P1P2_ENSG00000172466
k562_199925,199925,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_199928,199928,nt,NT_POOL
k562_200045,200045,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_200148,200148,nt,NT_POOL
k562_200242,200242,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_200249,200249,nt,NT_POOL
k562_200286,200286,nt,NT_POOL
k562_200345,200345,nt,NT_POOL
k562_200379,200379,nt,NT_POOL
k562_200494,200494,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_200540,200540,nt,NT_POOL
k562_200560,200560,nt,NT_POOL
k562_200627,200627,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_200638,200638,nt,NT_POOL
k562_200691,200691,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_200733,200733,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_200740,200740,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_200756,200756,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_200769,200769,nt,NT_POOL
k562_200903,200903,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_200921,200921,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_200959,200959,nt,NT_POOL
k562_200995,200995,nt,NT_POOL
k562_201033,201033,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_201080,201080,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_201204,201204,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_201234,201234,nt,NT_POOL
k562_201297,201297,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_201310,201310,perturbed,10040_ZCCHC9_P1P2_ENSG00000131732
k562_201315,201315,nt,NT_POOL
k562_201430,201430,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_201443,201443,nt,NT_POOL
k562_201448,201448,perturbed,10040_ZCCHC9_P1P2_ENSG00000131732
k562_201494,201494,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_201597,201597,nt,NT_POOL
k562_201684,201684,nt,NT_POOL
k562_201685,201685,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_201839,201839,nt,NT_POOL
k562_201852,201852,nt,NT_POOL
k562_201912,201912,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_201958,201958,nt,NT_POOL
k562_202035,202035,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_202092,202092,nt,NT_POOL
k562_202113,202113,nt,NT_POOL
k562_202150,202150,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_202151,202151,nt,NT_POOL
k562_202199,202199,nt,NT_POOL
k562_202284,202284,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_202298,202298,nt,NT_POOL
k562_202401,202401,nt,NT_POOL
k562_202468,202468,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_202680,202680,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_202683,202683,nt,NT_POOL
k562_202830,202830,nt,NT_POOL
k562_202879,202879,nt,NT_POOL
k562_202917,202917,perturbed,10040_ZCCHC9_P1P2_ENSG00000131732
k562_202939,202939,nt,NT_POOL
k562_203081,203081,nt,NT_POOL
k562_203157,203157,nt,NT_POOL
k562_203234,203234,nt,NT_POOL
k562_203306,203306,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_203309,203309,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_203316,203316,nt,NT_POOL
k562_203389,203389,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_203467,203467,nt,NT_POOL
k562_203517,203517,nt,NT_POOL
k562_203662,203662,nt,NT_POOL
k562_203806,203806,nt,NT_POOL
k562_203811,203811,perturbed,10135_ZMAT2_P2_ENSG00000146007
k562_203918,203918,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_203949,203949,nt,NT_POOL
k562_204039,204039,nt,NT_POOL
k562_204077,204077,nt,NT_POOL
k562_204119,204119,perturbed,10202_ZNF207_P1_ENSG00000010244
k562_204143,204143,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_204198,204198,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_204236,204236,nt,NT_POOL
k562_204274,204274,nt,NT_POOL
k562_204310,204310,nt,NT_POOL
k562_204352,204352,perturbed,10135_ZMAT2_P2_ENSG00000146007
k562_204399,204399,nt,NT_POOL
k562_204451,204451,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_204494,204494,nt,NT_POOL
k562_204497,204497,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_204517,204517,nt,NT_POOL
k562_204546,204546,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_204561,204561,nt,NT_POOL
k562_204599,204599,nt,NT_POOL
k562_204602,204602,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_204613,204613,nt,NT_POOL
k562_204905,204905,nt,NT_POOL
k562_205002,205002,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_205012,205012,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_205036,205036,nt,NT_POOL
k562_205238,205238,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_205252,205252,nt,NT_POOL
k562_205297,205297,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_205302,205302,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_205322,205322,nt,NT_POOL
k562_205427,205427,nt,NT_POOL
k562_205459,205459,perturbed,10202_ZNF207_P1_ENSG00000010244
k562_205463,205463,nt,NT_POOL
k562_205540,205540,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_205559,205559,nt,NT_POOL
k562_205784,205784,nt,NT_POOL
k562_205850,205850,nt,NT_POOL
k562_205895,205895,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_205919,205919,nt,NT_POOL
k562_205939,205939,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_205989,205989,perturbed,10202_ZNF207_P1_ENSG00000010244
k562_206060,206060,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_206087,206087,perturbed,10202_ZNF207_P1_ENSG00000010244
k562_206118,206118,nt,NT_POOL
k562_206212,206212,nt,NT_POOL
k562_206325,206325,nt,NT_POOL
k562_206531,206531,nt,NT_POOL
k562_206654,206654,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_206669,206669,nt,NT_POOL
k562_206711,206711,nt,NT_POOL
k562_206723,206723,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_206800,206800,nt,NT_POOL
k562_206879,206879,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_206930,206930,perturbed,10135_ZMAT2_P2_ENSG00000146007
k562_206967,206967,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_207008,207008,nt,NT_POOL
k562_207080,207080,perturbed,1032_C1QBP_P1P2_ENSG00000108561
